Name,Address,City,State,Zip Code,Phone,Facility Type,License Type,Capacity,Ages,Current Subsidy Provider
The Merit School of Parkridge,81 Parkway Boulevard,STAFFORD,VA,22554,(540) 720-3669,Child Day Center,Two Year,130,Birth - 12 years 11 months,Yes
The Merit School of Prince William #5,14308 Spriggs Road,WOODBRIDGE,VA,22193,(703) 670-9650,Child Day Center,Two Year,136,2 years 6 months - 12 years 11 months,Yes
The Merit School of Quantico Corporate Center (#66),"400 Corporate Drive, Suite 100",STAFFORD,VA,22554,(703) 291-5224,Child Day Center,Two Year,161,Birth - 12 years 11 months,Yes
The Merit School of Stafford #75,1001 Parkway Boulevard,STAFFORD,VA,22554,(540) 602-7296,Child Day Center,Two Year,182,4 years - 12 years 11 months,Yes
The Merit School of Stafford Lakes # 25,251 University Boulevard,FREDERICKSBURG,VA,22406,(540) 286-3655,Child Day Center,Two Year,166,Birth - 12 years 11 months,Yes
The Montessori Center for Excellence,1299 S. Colorado Street,SALEM,VA,24153,(540) 404-4813,Child Day Center,Two Year,110,1 month - 12 years 11 months,No
The Montessori School at Goose Creek,42470 Rosalind Street,ASHBURN,VA,20148,(571) 417-3999,Child Day Center,Two Year,140,1 year 4 months - 6 years 11 months,No
The Montessori School of Waynesboro,560 Oak Avenue,WAYNESBORO,VA,22980,(540) 949-0899,Child Day Center,Two Year,25,2 years - 12 years 11 months,No
"The Montpelier Center for Arts & Education, Inc.",17205 Mountain Road,MONTPELIER,VA,23192,(804) 883-7378,Child Day Center,Two Year,20,3 years - 5 years 11 months,No
The Nest Academy,9129 Royal Robin Lane,LORTON,VA,22079,(703) 690-0063,Child Day Center,Two Year,192,Birth - 12 years 11 months,Yes
The Nest Academy,2609 Mount Vernon Avenue,ALEXANDRIA,VA,22301,(703) 549-1549,Child Day Center,Two Year,77,Birth - 5 years 11 months,Yes
The New E3 School,2901 Granby Street,NORFOLK,VA,23504,(757) 961-6416,Child Day Center,Two Year,125,1 year - 6 years 11 months,No
The Noble Academy,5000 Ridgedale Parkway,N. CHESTERFIELD,VA,23234,(804) 275-5683,Child Day Center,Two Year,75,1 month - 12 years 11 months,Yes
The Nurtury Developmental Child Care and Preschool,1206 Lawrence Avenue,BRISTOL,VA,24201,(276) 466-4873,Child Day Center,Two Year,63,Birth - 12 years 11 months,Yes
The Peninsula Academy,3311 Hampton Highway,YORKTOWN,VA,23692,(757) 337-0080,Child Day Center,Two Year,150,2 years - 5 years 11 months,No
"The Playhouse Academy, LLC",8300 Staples Mill Road,HENRICO,VA,23228,(804) 264-1900,Child Day Center,Two Year,64,1 month - 12 years 11 months,No
The Pond at Pollywog Place,"1066 Hisey Avenue
Suite 101",WOODSTOCK,VA,22664,(540) 459-7755,Child Day Center,Two Year,33,4 years 9 months - 10 years 11 months,No
The Red Apple School Inc. Summit,256 Shelton Shop Road,STAFFORD,VA,22554,(540) 659-9565,Child Day Center,Two Year,72,2 years - 6 years 11 months,No
The Ridgemont Montessori School,6519 Georgetown Pike,MC LEAN,VA,22101,(703) 356-1970,Child Day Center,Two Year,66,1 year 6 months - 6 years 11 months,No
"The School Zone, Incorporated",1639 Rustic Village Road,FOREST,VA,24551,(434) 525-2505,Child Day Center,Two Year,137,2 years - 12 years 11 months,Yes
The School at Sharon's LLC,1855 Senseny Road,WINCHESTER,VA,22602,(540) 667-7002,Child Day Center,Two Year,250,1 year 4 months - 12 years 11 months,No
The Sitter Inc,857 Chimney Hill Shopping Center,VIRGINIA BEACH,VA,23452,(757) 463-5072,Child Day Center,Two Year,126,1 month - 12 years 11 months,Yes
"The Springs, A Montessori School",7719 Fullerton Road,SPRINGFIELD,VA,22151,(703) 941-1411,Child Day Center,Two Year,200,1 month - 12 years 11 months,No
The Sprout School at the Children's Museum of Richmond,2626 W. Broad Street,RICHMOND,VA,23220,(804) 980-7298,Child Day Center,Two Year,28,2 years 6 months - 6 years 11 months,Yes
The Sprout School at the YWCA of Richmond,6 North 5th Street,RICHMOND,VA,23219,(804) 980-7298,Child Day Center,Two Year,126,1 year 6 months - 12 years 11 months,Yes
The St. James,6805 Industrial Road,SPRINGFIELD,VA,22151,(703) 239-6870,Child Day Center,Conditional,400,3 years - 12 years 11 months,No
The Steward School,11600 Gayton Road,RICHMOND,VA,23238,(804) 740-3394,Child Day Center,Two Year,90,4 years - 12 years 11 months,No
The Tender Touch,1425 Lynnhaven Parkway,VIRGINIA BEACH,VA,23456,(757) 368-2049,Child Day Center,Two Year,76,1 month - 12 years 11 months,Yes
The Tot Spot,1597 Senseny Road,WINCHESTER,VA,22602,(540) 662-9090,Child Day Center,Two Year,50,Birth - 12 years 11 months,No
The Transformational Education Adventure -The T.E.A. Preschool,"1493 Chain Bridge Road
Suite 100-102",MC LEAN,VA,22101,(571) 488-0086,Child Day Center,Two Year,51,2 years 6 months - 6 years,No
"The Village Learning Center, Inc.",1219 N. Laburnum Avenue,RICHMOND,VA,23223,(804) 648-5437,Child Day Center,Provisional,135,1 month - 12 years 11 months,No
The Village at LeafSpring School,831 Charter Colony Parkway,MIDLOTHIAN,VA,23114,(804) 594-0561,Child Day Center,Two Year,193,2 years 6 months - 12 years 11 months,No
The Village at LeafSpring School,5701 Wyndham Park Drive,GLEN ALLEN,VA,23059,(804) 360-2256,Child Day Center,Two Year,185,2 years - 12 years 11 months,No
The Village at Leafspring School at Three Chopt,11005 Three Chopt Road,HENRICO,VA,23233,(804) 935-6939,Child Day Center,Two Year,175,5 years - 12 years 11 months,No
The Vine Preschool,5614 Old Mill Road,ALEXANDRIA,VA,22309,(703) 780-1800,Child Day Center,Two Year,40,2 months - 12 years 11 months,Yes
The Vine Preschool II at Wesley,8412 Richmond Avenue,ALEXANDRIA,VA,22309,(703) 780-1810,Child Day Center,Provisional,61,1 year 4 months - 12 years 11 months,Yes
The Williams School Extended Day Program,419 Colonial Avenue,NORFOLK,VA,23507,(757) 627-1383,Child Day Center,Two Year,49,5 years - 12 years 11 months,No
"The Winchester Montessori School, Inc.",1090 W. Parkins Mill Road,WINCHESTER,VA,22602,(540) 667-1184,Child Day Center,Two Year,125,1 year 4 months - 12 years 11 months,No
"The Woods, A Montessori School",16723 River Ridge Blvd,WOODBRIDGE,VA,22191,(703) 634-2537,Child Day Center,Two Year,150,1 year 4 months - 12 years 11 months,Yes
The Y After School at Cloverdale,833 Cougar Drive,CLOVERDALE,VA,24077,(540) 342-2332,Child Day Center,Two Year,50,5 years - 12 years 11 months,Yes
The Y After School at East Salem,1765 Roanoke Boulevard,SALEM,VA,24153,(540) 798-6361,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The Y After School at Fairview,648 Westwood Blvd.,ROANOKE,VA,24017,(540) 293-6725,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The Y After School at Fishburn Elementary,3057 Colonial Avenue SW,ROANOKE,VA,24015,(540) 293-0345,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The Y After School at GW Carver Elementary,6 E 4th St.,SALEM,VA,24153,(540) 855-1859,Child Day Center,Two Year,40,4 years 10 months - 12 years 11 months,Yes
The Y After School at Grandin Court Elementary,2815 Spessard Ave. S.W.,ROANOKE,VA,24015,(540) 853-2642,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The Y After School at Greenfield Elementary,288 Etzler Road,TROUTVILLE,VA,24175,(540) 855-1513,Child Day Center,Two Year,75,4 years 10 months - 12 years 11 months,No
The Y After School at Highland Park Elementary,1212 Fifth Street S.W.,ROANOKE,VA,24016,(540) 293-6723,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The Y After School at Monterey Elementary,4501 OLIVER ROAD NE,ROANOKE,VA,24012,(540) 293-5542,Child Day Center,Two Year,70,4 years - 12 years 11 months,Yes
The Y After School at South Salem,1600 Carolyn Road,SALEM,VA,24153,(540) 855-1564,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The Y After School at Virginia Heights,"1210 Amherst Street, S.W.",ROANOKE,VA,24015,(540) 342-2332,Child Day Center,Two Year,70,4 years 11 months - 12 years 11 months,Yes
The Y After School at Wasena Elementary,1125 Sherwood Ave. S.W.,ROANOKE,VA,24015,(540) 342-2332,Child Day Center,Two Year,75,4 years 10 months - 12 years 11 months,Yes
The Y After School at Woodrow Wilson,1813 Carter Road,ROANOKE,VA,24015,(540) 342-2332,Child Day Center,Two Year,200,4 years - 12 years 11 months,Yes
The Y Afterschool at Breckinridge Elementary,331 Springwood Road,FINCASTLE,VA,24090,(540) 855-4171,Child Day Center,Two Year,50,4 years 10 months - 12 years 11 months,Yes
The Y Afterschool at Crystal Spring,2620 Carolina Ave. S.W.,ROANOKE,VA,24014,(540) 293-6724,Child Day Center,Two Year,75,4 years - 12 years 11 months,Yes
The YMCA Loudoun County Youth Development Center,624 W. Church Road,STERLING,VA,20164,(703) 430-2781,Child Day Center,Two Year,194,1 month - 12 years 11 months,Yes
"The Youth Knowledge Enrichment Center, LLC Tyke","64 Sycolin Road SE, Suite A",LEESBURG,VA,20175,(706) 779-7467,Child Day Center,Two Year,17,5 years - 12 years 11 months,Yes
Thomas B. Hargrave Educational Center,801 Tazewell Street,PORTSMOUTH,VA,23701,(757) 485-9499,Child Day Center,Two Year,75,2 years - 12 years 11 months,Yes
Thyne Memorial Head Start Center,5120 Highway 47,CHASE CITY,VA,23924,(434) 372-3425,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
Tia's Precious Love Childcare Center,5685 East Virginia Beach Boulevard,NORFOLK,VA,23502,(757) 395-4975,Child Day Center,Two Year,41,1 month - 12 years 11 months,Yes
"Tick Tock Around the Clock, LLC",60 Battle Road,HAMPTON,VA,23666,(757) 224-3758,Child Day Center,Two Year,220,1 month - 12 years 11 months,Yes
Tidewater Academy Early Childhood Learning Center,217 West Church Street,WAKEFIELD,VA,23888,(757) 899-5401,Child Day Center,Two Year,40,2 years 6 months - 12 years 11 months,Yes
Tinker Bell Day Care Center Ltd.,"21 Mohican Drive
300 Cherokee Road",PORTSMOUTH,VA,23701,(757) 488-6174,Child Day Center,Two Year,84,2 years - 12 years 11 months,Yes
Tiny City Academy,21019 Forum Terrace,STERLING,VA,20166,(703) 444-2448,Child Day Center,Two Year,175,1 month - 12 years 11 months,Yes
"Tiny Little Children Day Care Center, LTD",7941 Adkins Road,CHARLES CITY,VA,23030,(804) 829-9002,Child Day Center,Two Year,63,1 month - 12 years 11 months,Yes
Tiny Toes Creative Learning Center,"4540 Plank Road
Suite E",FREDERICKSBURG,VA,22407,(540) 412-0771,Child Day Center,Two Year,89,1 month - 12 years 11 months,Yes
Tiny Tots Playroom,"1500 King Street
Suite 105",ALEXANDRIA,VA,22314,(703) 683-5130,Child Day Center,Two Year,77,1 month - 4 years 11 months,No
Tiny Tykes Academy,10745 Jefferson Avenue,NEWPORT NEWS,VA,23601,(757) 597-8643,Child Day Center,Two Year,26,1 month - 10 years 11 months,Yes
Tiny Tykes Preschool Program,1920 Fairmount Avenue,RICHMOND,VA,23223,(804) 644-4530,Child Day Center,Two Year,29,2 years - 5 years 11 months,No
Toadally Kidz Child Care Center,"2609 Peters Creek Road, NW",ROANOKE,VA,24017,(540) 562-1200,Child Day Center,Two Year,88,1 month - 12 years 11 months,Yes
Toddler Station II,601 Declaration Road,VIRGINIA BEACH,VA,23462,(757) 554-0934,Child Day Center,Two Year,84,2 years - 12 years 11 months,Yes
Toddler Time Child Development Center,603 Hansen Avenue,PORTSMOUTH,VA,23701,(757) 397-1974,Child Day Center,Conditional,45,1 year 5 months - 12 years,Yes
"Toddler Town, Inc.",12465 Maple Street,ASHLAND,VA,23005,(804) 798-2028,Child Day Center,Two Year,163,1 month - 12 years 11 months,Yes
Toddler University,9001 Dickey Drive,MECHANICSVILLE,VA,23116,(804) 569-0301,Child Day Center,Two Year,262,1 month - 12 years 11 months,Yes
"Together Lives Change, LLC",1930 E. Pembroke Ave,HAMPTON,VA,23663,(757) 325-8452,Child Day Center,Two Year,25,5 years - 12 years 11 months,No
Tom & Ann Hunnicutt Family YMCA,7827 Warwick Boulevard,NEWPORT NEWS,VA,23607,(757) 245-0047,Child Day Center,Two Year,250,2 years - 12 years 11 months,Yes
Tots Around the Clock,"11824 Fishing Point Road, Suite D",NEWPORT NEWS,VA,23606,(757) 327-0909,Child Day Center,Two Year,92,1 month - 12 years 11 months,Yes
Tots N Toyland,167 Massanetta Springs Road,HARRISONBURG,VA,22801,(540) 421-4754,Child Day Center,Two Year,140,Birth - 12 years 11 months,No
Tots N Us Children's Academy,3711 Jermantown Road,FAIRFAX,VA,22030,(703) 865-4455,Child Day Center,Two Year,74,1 month - 12 years 11 months,Yes
Tots and Company Childcare,3401 Old Halifax Road,SOUTH BOSTON,VA,24592,(434) 575-1008,Child Day Center,Two Year,95,1 month - 12 years 11 months,Yes
Town And Country Day School,1421 Kempsville Road,NORFOLK,VA,23502,(757) 461-5456,Child Day Center,Two Year,175,2 years - 12 years 11 months,Yes
Treetop Academy,12707 Jefferson Avenue,NEWPORT NEWS,VA,23602,(757) 872-2671,Child Day Center,Conditional,120,1 month - 12 years 11 months,Yes
Tri-County Community Action Agency - Boydton,117 Mayfield Drive,BOYDTON,VA,23917,(434) 738-0025,Child Day Center,Two Year,20,2 years 10 months - 5 years 11 months,No
Trinity Lutheran School,6812 River Road,NEWPORT NEWS,VA,23607,(757) 245-2576,Child Day Center,Two Year,120,3 years - 12 years 11 months,No
Trinity Presbyterian Preschool,5533 North 16th Street,ARLINGTON,VA,22205,(703) 536-5616,Child Day Center,Two Year,128,2 years 9 months - 5 years 11 months,No
Trinity Preschool,2911 Cameron Mills Road,ALEXANDRIA,VA,22302,(703) 549-7422,Child Day Center,Two Year,130,1 year 6 months - 5 years 11 months,No
Triple T Sports Center LLC,619 East Constance Road,SUFFOLK,VA,23434,(757) 923-5150,Child Day Center,Two Year,88,3 years - 12 years 11 months,Yes
"Tuckahoe Montessori School, Inc.",6818 West Grace Street,HENRICO,VA,23226,(804) 359-2754,Child Day Center,Two Year,89,1 year 6 months - 6 years 11 months,No
Tuckaway - Harbor,6857 Cold Harbor Road,MECHANICSVILLE,VA,23111,(804) 730-2454,Child Day Center,Two Year,252,1 month - 12 years 11 months,Yes
Tuckaway - Varina,1501 Midview Road,HENRICO,VA,23231,(804) 222-3225,Child Day Center,Two Year,300,1 month - 12 years 11 months,Yes
Tuckaway - West,2125 Tuckaway Lane,RICHMOND,VA,23229,(804) 270-1780,Child Day Center,Two Year,59,2 years - 12 years 11 months,Yes
Tuckaway Child Care Center - Barony,3351 Barony Crescent,RICHMOND,VA,23233,(804) 346-9847,Child Day Center,Two Year,379,1 month - 12 years 11 months,Yes
Tuckaway Child Care Center - Innsbrook,4617 Village Run Drive,GLEN ALLEN,VA,23060,(804) 273-9779,Child Day Center,Two Year,317,1 month - 12 years 11 months,Yes
"Tuckaway, Inc. T/A Richmond Child Development","3319 Ellwood Avenue
& 3321 Ellwood Avenue",RICHMOND,VA,23221,(804) 355-5093,Child Day Center,Two Year,120,1 month - 12 years 11 months,Yes
Twin Valley Head Start Center #1,9019 Riverside Drive,OAKWOOD,VA,24631,(276) 498-5120,Child Day Center,Two Year,25,3 years - 5 years 11 months,No
Twin Valley Head Start Center #2,9019 Riverside Drive,OAKWOOD,VA,24631,(276) 498-5121,Child Day Center,Two Year,24,3 years - 5 years 11 months,No
"Two By Two Learning Center, Inc.",2499 W. Beverley Street,STAUNTON,VA,24401,(540) 213-2292,Child Day Center,Two Year,153,Birth - 12 years 11 months,No
Ty Ty's Kinder,15679 Warwick Boulevard,NEWPORT NEWS,VA,23608,(757) 660-6524,Child Day Center,Conditional,36,1 month - 12 years 11 months,Yes
Tysons Corner Children's Center,8260 Greensboro Drive,MC LEAN,VA,22102,(703) 761-1123,Child Day Center,Two Year,158,1 month - 8 years 11 months,No
"Tysons Corner Children's Center, Inc","1600 Spring Hill Road
Suite 160",VIENNA,VA,22182,(703) 761-1161,Child Day Center,Two Year,71,1 month - 6 years 11 months,No
UCM Early Learning Center,2709 Popkins Lane,ALEXANDRIA,VA,22306,(703) 765-0909,Child Day Center,Two Year,90,1 month - 5 years 11 months,Yes
Unique Little Hands,3000 Godwin Boulevard,SUFFOLK,VA,23434,(757) 925-3708,Child Day Center,Two Year,67,12 months - 12 years 11 months,Yes
Unique Little Hands II,179 Commerce Park Road,FRANKLIN,VA,23851,(757) 304-5811,Child Day Center,Two Year,52,1 year 4 months - 12 years 11 months,Yes
United Christian Parish Preschool,11508 North Shore Drive,RESTON,VA,20190,(703) 437-1127,Child Day Center,Two Year,99,2 years - 5 years 11 months,No
University Montessori School,1034 Reservoir Road,CHARLOTTESVILLE,VA,22903,(434) 977-0583,Child Day Center,Two Year,44,2 years 6 months - 6 years 11 months,No
University of Virginia Child Development Center,180 Copeley Road,CHARLOTTESVILLE,VA,22903,(434) 293-6110,Child Day Center,Two Year,115,2 years - 6 years 11 months,No
VCU Child Development Center,1128 Floyd Avenue,RICHMOND,VA,23284,(804) 828-7377,Child Day Center,Two Year,68,1 year 4 months - 5 years 6 months,No
VCU Health Family Care Services @ VDOT,1201 E. Broad Street,RICHMOND,VA,23219,(804) 786-1635,Child Day Center,Two Year,60,1 month - 6 years 11 months,No
VCUHS CDC @ N-DECK,607 North 10th Street,RICHMOND,VA,23298,(804) 828-6291,Child Day Center,Two Year,190,1 month - 12 years 11 months,No
VCUHS CDC @ Northside,800 West Graham Street,RICHMOND,VA,23222,(804) 888-8222,Child Day Center,Two Year,100,1 month - 12 years 11 months,Yes
VINCI School Ashburn,20909 Ashburn Village Blvd.,ASHBURN,VA,20147,(703) 723-4500,Child Day Center,Conditional,140,1 month - 12 years 11 months,No
Valley Drive Preschool,3606 Seminary Road,ALEXANDRIA,VA,22302,(703) 519-3737,Child Day Center,Two Year,42,2 years - 5 years 11 months,No
Valley Health Child Care Center,1842 & 1846 Amherst Street,WINCHESTER,VA,22601,(540) 536-8815,Child Day Center,Two Year,257,1 month - 12 years 11 months,No
Valley Interfaith Child Care Center,948 Heather Drive,BLACKSBURG,VA,24060,(540) 951-8101,Child Day Center,Two Year,70,1 month - 12 years 11 months,Yes
Valley Montessori School,15 Southgate Court,HARRISONBURG,VA,22801,(540) 434-3070,Child Day Center,Two Year,40,2 years - 7 years 11 months,No
Venus Childcare & Learning Center,8610 Mathis Avenue,MANASSAS,VA,20110,(703) 368-8252,Child Day Center,Two Year,148,1 month - 12 years 11 months,Yes
Verona United Methodist Church Child Day Care Center,406 Lee Highway,VERONA,VA,24482,(540) 248-1212,Child Day Center,Two Year,38,2 years 6 months - 6 years 11 months,No
Veterans Memorial Park,14300 Featherstone Road,WOODBRIDGE,VA,22192,(703) 792-8794,Child Day Center,Two Year,24,3 years - 5 years 11 months,No
Victory Children's Center,11123 Island Road,BRISTOL,VA,24202,(276) 669-3008,Child Day Center,Two Year,105,1 month - 12 years 11 months,Yes
Victory Christian Preschool & Academy,14747 Arizona Avenue,WOODBRIDGE,VA,22191-3523,(703) 491-7100,Child Day Center,Two Year,150,2 years - 12 years 11 months,Yes
Victory Family YMCA,101 Long Green Boulevard,YORKTOWN,VA,23693,(757) 298-7902,Child Day Center,Two Year,275,4 years 9 months - 12 years 11 months,No
Victory Family YMCA - St. Luke's Church,300 Ella Taylor Road,YORKTOWN,VA,23692,(757) 298-7902,Child Day Center,Conditional,150,4 years 9 months - 12 years 11 months,No
